epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,107.039,3.09778,3.87834,4.18714,0.00285,0.75246,0.00955,0.00287,2.67681,3.98364,4.09798,0.000653333,0.000653333,0.000653333
